16694coll1,4
adkhistory,56
afl,71
aiha,69
als,9
astorcol,2
bard,558
bc,2
bc_sh,6
bpl,408
bpl_fsc,39
bpl_smp,3
BSM001,354
BUF005,23
BUF006,12
cchs,107
cdlc,4
cgc,1
cgcmh,50
chs,907
cia,726
cies,90
clarkson,14004
cornpl,714
cphpl,1189
cpl,90
crandall,580
dcc,88
dchs,4
dewitt01,8
dudleyo,220
elting!uchs,2
elting,529
eplm,309
fayfre01,364
fdr,297
fhk,879
fmcc,149
fpfl,123
gcla,909
gpl,1215
gplhs,698
grn,15
Grolier01,424
gwpl,6
haal,340
hhs,2034
holytrin01,19
hrh,1313
hrmm,722
hrvi,462
hsrc,2868
hsw,183
hvcc,97
hvvacc,77
id,1
ipl,713
jcclibrary,1996
JSY,2525
keenev,24
larc,3005
lc,90
libertyhs,1594
livpub01,10156
locustgrove,60
maria,441
marlboro,135
mbl,196
MC_metro,7
mdpl,10
miner,43
mlw,350
mrhs,219
mv,71
newburgh,2181
nfl,7
ngrl,1052
nhc,417
nnyg,14
nor,60
norbn,7
nptr,206
nrpl,318
nwkpld,66
nyacklib,2728
NYBFL,620
NYCCH,312
NYCSN,624
NYHSR01,1437
NYMHG,167
NYNCH,2
nyrud,1559
nysmm,907
occc,11
ogdensburg,2
orangetown,23
p128401coll4,36
p128401coll5,7
p128401coll7,72
p15004coll9,6754
p15052coll1,88
p15052coll2,39
p15052coll3,12
p15052coll4,2
p15052coll5,566
p15085coll1,158
p15085coll2,394
p15085coll6,829
p15085coll7,422
p15109coll1,22
p15109coll11,462
p15109coll4,82
p15109coll6,887
p15109coll7,1299
p15281coll1,7
p15281coll10,419
p15281coll104,100
p15281coll12,6063
p15281coll154,53
p15281coll19,588
p15281coll2,8542
p15281coll20,428
p15281coll25,90
p15281coll27,186
p15281coll33,1346
p15281coll35,34
p15281coll36,2
p15281coll37,1799
p15281coll38,112
p15281coll39,1012
p15281coll40,533
p15281coll56,113
p15281coll57,216
p15281coll58,66
p15281coll59,182
p15281coll60,35
p15281coll65,88
p15281coll66,37
p15281coll75,189
p15281coll76,544
p15281coll78,190
p15281coll8,119
p15405coll1,260
p16124coll1,709
p16124coll2,4744
p16124coll3,20
p16124coll4,98
p16124coll6,42
p16124coll7,9
p16124coll8,4
p16202coll7,1378
p16373coll115,529
p16373coll122,708
p16373coll123,590
p16373coll130,675
p16373coll49,2018
p16373coll50,1313
p16373coll58,721
p16373coll59,6
p16373coll80,1912
p16373coll85,1032
p16694coll1,1115
p16694coll10,13064
p16694coll100,104
p16694coll102,62
p16694coll104,1467
p16694coll105,400
p16694coll106,283
p16694coll107,3
p16694coll108,164
p16694coll109,7820
p16694coll11,12
p16694coll110,89
p16694coll111,194
p16694coll112,11
p16694coll113,380
p16694coll114,54
p16694coll115,226
p16694coll116,2
p16694coll117,2
p16694coll118,138
p16694coll119,154
p16694coll12,101
p16694coll120,167
p16694coll121,2466
p16694coll122,50
p16694coll124,986
p16694coll126,15703
p16694coll127,89
p16694coll128,129
p16694coll129,55
p16694coll13,213
p16694coll130,583
p16694coll131,278
p16694coll14,47
p16694coll15,377
p16694coll16,57
p16694coll17,104
p16694coll18,109
p16694coll19,2570
p16694coll2,105
p16694coll20,3177
p16694coll21,34
p16694coll22,49
p16694coll23,63
p16694coll24,247
p16694coll25,1561
p16694coll26,501
p16694coll27,162
p16694coll28,19
p16694coll29,1015
p16694coll3,50
p16694coll31,261
p16694coll32,2
p16694coll33,192
p16694coll34,25
p16694coll35,34
p16694coll36,22
p16694coll37,68
p16694coll38,6206
p16694coll39,11
p16694coll4,190
p16694coll40,17
p16694coll41,56
p16694coll43,999
p16694coll44,169
p16694coll45,2298
p16694coll47,713
p16694coll49,96
p16694coll5,388
p16694coll50,1366
p16694coll51,867
p16694coll52,180
p16694coll54,229
p16694coll56,4233
p16694coll57,176
p16694coll58,376
p16694coll59,35
p16694coll6,548
p16694coll60,161
p16694coll61,268
p16694coll62,20
p16694coll63,1025
p16694coll64,203
p16694coll65,1584
p16694coll66,38
p16694coll68,3
p16694coll69,168
p16694coll7,167
p16694coll70,79
p16694coll71,10
p16694coll72,1926
p16694coll73,29
p16694coll74,95
p16694coll75,184
p16694coll76,14
p16694coll77,12
p16694coll78,255
p16694coll79,1070
p16694coll8,570
p16694coll80,153
p16694coll82,193
p16694coll83,9515
p16694coll84,26
p16694coll85,792
p16694coll86,472
p16694coll87,3
p16694coll88,18
p16694coll89,17
p16694coll9,51
p16694coll90,3047
p16694coll91,76
p16694coll94,18
p16694coll95,4
p16694coll96,476
p16694coll97,2
p16694coll98,279
p16694coll99,217
p17042coll3,741
p261501co1l12,294
p261501coll7,26
p261501coll8,26
p274401coll1,230
p277601coll11,11
p277601coll2,163
p277601coll3,277
p277601coll4,100
p277601coll5,691
p277601coll6,7
p277601coll7,1705
p277601coll8,87
p4020coll5,203
paulsmiths,2885
pchc,1057
pchs,4
phs,208
pipc,706
ppm,393
qc,10
qcgslis,16
