15th-new-york-national-guard-enlistment-records,17
175th-anniversary-buffalo-erie-county-public-library,9
1825-pivotal-year-niagara-frontier,3
1909-hudson-fulton-celebration-postcards,1
1913-watervliet-flood,4
1935-federal-improvement-aerial-survey,7
1964-rochester-riot-photographs,24
19th-century-monographs-history-western-new-york,12
20th-century-remains-genesee-valley-canal,5
27th-division-world-war-two,5
abby-and-will-csaplar-lake-george-collection,1
acha-postcard-collection,1
acorn-stove-trade-cards,1
adirondack-architectural-heritage,1
adirondack-experience,4
adirondack-history-center-museum-essex-county-historical-society,4
adirondack-map-collection,3
adirondack-mines-photograph-collection,2
adirondack-scenery-glass-projector-slides,1
adirondack-scenic-photograph-collection,1
african-american-presence-hudson-valley,4
african-repository-and-colonial-journal,2
aggazette,4
agricola-and-paysonian-yearbooks,6
albany-college-pharmacy-and-health-sciences-paul-byrnes-34-archives,5
albany-county-historical-association-ten-broeck-mansion,1
albany-law-school,4
albany-law-school-alumni,5
albany-law-school-architecture-collection,2
albany-law-school-collection,2
albany-ny-school-yearbooks,2
albany-public-library,3
albert-r-stone-negative-collection,11
albert-wisner-public-library,6
albion-winegar-tourgee-collection,2
alexis-johnson-collection,4
alfred-university-herrick-library,9
alfred-university-postcard-collection,4
allan-herschell-ride-archive,11
almquist-green-lakes-collection,1
altamont-ny-history-collection,1
american-and-foreign-anti-slavery-reporter,1
american-humane-association-be-kind-animals-poster-collection,2
american-legion-post-342,1
appellate-division-fourth-department-law-library,1
architecture-livingston-county-ny,1
arthur-b-gregg-collection,3
arthur-koweek-collection-hudson-urban-renewal,15
ashokan-reservoir-lost-profit-testimonies,3
atari-coin-op-division-corporate-records-1969-2002,3
atlas-hudson-river-valley-new-york-city-troy,1
baker-cederberg-museum-and-archives-collection,1
baldwinsville-public-library,20
baldwinsville-yearbook-collection,57
bard-class-photos,2
bard-college-archives-and-special-collections,3
bard-student-fire-department,2
barge-canal-construction-middle-division,1
barge-canal-construction-western-division,2
bayport-blue-point-historic-postcards,6
bayport-bluepoint-public-library,8
bayport-yearbooks,4
beede-family-album,1
bellmore-historical-photographs,14
bellmore-memorial-library,2
bentley-snow-crystal-collection,65
bentley-snowcrystal-collection,1
best-threads-fashions-warwick-new-york-circa-1900,2
bethlehem-public-library,9
bethpage-historical-collection,6
bethpage-public-library,2
big-flats-and-chemung-county-historical-collection,5
big-flats-historical-society-and-museum,3
binary-visions-19th-century-woven-coverlets,2
binghamton-university-binghamton-university-libraries,1
bob-knight-postcard-collection,1
books-and-articles-collection,1
bowers-collection,1
brentwood-historical-photographs,29
brentwood-postcards,1
brentwood-public-library,17
brockport-village-glass-plate-negatives,3
brockway-motor-trucks-collection,6
bryant-historic-postcards,1
buffalo-address-book-and-family-directory,11
buffalo-and-erie-county-public-library,48
buffalo-broadcasters-association,8
buffalo-city-directories,66
buffalo-express,1
buffalo-history-museum,10
buffalo-ku-klux-klan-membership-list,124
buffalo-municipal-housing-authority-report-maps,5
buffalo-museum-science,5
buffalo-niagara-heritage-village,2
buffalo-olmsted-parks-postcards-stereo-views,5
buffalo-photograph-collection-lantern-slides-circa-1890-1910,9
buffalo-postcards,14
buffalo-public-school-library-system,1
bullis-family-collection,2
butler-family-papers,2
cairo-public-library-digital-collection,2
calderone-theatre-collection,5
caldwell-family-collection,2
camp-mills-photographs,10
camp-russell-boy-scouts-collection,6
camp-syracuse,3
canal-society-new-york-state,10
canastota-public-library,5
canastota-schools-collection,2
canisius-college-andrew-l-bouwhuis-library,1
canisius-college-church-records,1
canton-central-school-yearbooks-collection,15
capital-district-library-council,1
capital-district-radio-and-television-broadcasting,1
cardinal-suny-plattsburgh-college-yearbooks,25
carl-schmidt-collection-two-dimensional-drawings,2
catskill-public-library-digital-collection,5
central-square-oral-history-collection,1
charles-rand-penney-trail,2
charles-sylvester-piersaull-photographs,2
chatham-public-library,2
chatham-school-photographs-1890-1940,3
chautauqua-cattaraugus-library-system,1
chautauqua-cattaraugus-library-system-james-prendergast-library,5
chautauqua-county-historical-society,4
chemung-county-atlases,1
chester-historical-society,1
childwold-photograph-collection,1
chittenango-landing-canal-boat-museum,1
chittenango-landing-historic-photograph-collection,1
cHV0bmFtLW,4
city-hudson-postcards-collection,7
civil-war-carte-de-visite-collection,18
civil-war-collection,3
civil-war-letters,1
clark-rice-photography-collection,1
clarkson-family-history-collection,1
clarkson-ice-carnival-photographs,5
clarkson-university-harriet-call-burnap-memorial-library,14
clarkson-university-history-collection,7
clarkson-university-postcards-collection,3
clarksonian-yearbooks-collection,37
clarkstown-country-club,1
clifton-fine-central-school-yearbooks-collection,26
clifton-park-halfmoon-public-library,10
clinton-liberal-institute,5
cny-chapter-national-railway-historical-society,3
college-saint-rose-archives-map-collection,1
college-saint-rose-archives-oral-history-collection,1
college-saint-rose-neil-hellman-library,3
colton-museum-and-historical-society,3
colton-pierrepont-central-school-yearbooks-collection,4
columbia-greene-community-college-library-media-services,6
community-library-dewitt-jamesville,6
corning-community-college-arthur-houghton-jr-library,2
corning-flood-1972,3
corning-museum-glass-juliette-k-and-leonard-s-rakow-research-library,2
cornwall-images-and-documents,10
cornwall-public-library,6
cortland-county-historical-society,6
county-atlas-ulster-new-york,4
cradle-aviation-museum,68
cranberry-lake-yearbooks,1
crandall-public-library,8
crawford-collection,3
crouse-health-medical-library,2
crouse-hospital-history,7
crouse-hospital-school-nursing-yearbook-collection,3
crystal-beach,7
culinary-institute-america-archives-and-special-collections,10
culinary-institute-america-menu-collection,7
cure-cottages-saranac-lake-ny,4
daredevils-niagara-photos-writing-orrin-e-dunlap-collection,3
darwin-d-martin-photograph-collection,4
digital-long-island,10
doughty-family,1
douglass-monthly,8
douglass-monthlyThe Christian Recorder,1
dowling-college-dowling-college-library IDLE HOUR BOULEVARD,1
dowling-college-dowling-college-library,3
dr-david-sherwood-kellogg-journals-and-archaeological-and-historical-materials,1
dyouville-college-architecture-buildings-grounds,1
earlville-cemetery-collection,1
earlville-free-library,1
early-canastota-business-collection,1
early-canastota-collection,2
early-history-potsdam,5
early-records-sacarissa-lodge-independent-order-odd-fellows,3
east-hampton-library,8
east-meadow-collection,13
east-meadow-public-library,4
edmund-blunt-topographic-map-collection,1
edwards-knox-central-school-yearbooks-collection,23
elizabeth-blackwell,3
ellenville-postcard-collection,1
ellenville-public-library-museum,4
ellis-hospital-collection,4
elting-memorial-library-haviland-heidgerd-historical-collection,10
emily-howland-papers,3
empire-forester-yearbooks,4
emporium-lumber-company-photograph-collection,3
encyclopedia-union-college-history,2
erie-canal-museum,15
erie-canal-photograph-collection,4
erieville-nelson-heritage-society,4
erieville-nelson-historic-collection,4
erma-dewitt-photographs,5
ernie-simon-collection,6
families-upstate-new-york,2
family-bible-records-schoharie-county-ny,2
farmingdale-historical-collection,15
farmingdale-public-library,2
farmingdale-state-college-thomas-d-greenley-library,11
fay-scrapbooks,8
fayetteville-free-library,6
fayetteville-free-library-postcard-collection,3
fayetteville-manlius-yearbooks,11
fenimore-art-museum,10
ferris-meigs-logging-photograph-collection,2
finch-pruyn-and-company-maps,1
fletcher-steele-collection,2
flood-1972-genesee-river-letchworth-state-park,4
floods-chemung-county,1
fort-orange-collection,6
fort-plain-street-fair,9
frank-estabrook-collection,3
franklin-d-roosevelt-library,2
fred-r-wolcott-photographic-collection,1
frederick-douglass-paper,13
freeport-high-school-yearbooks-and-commencement-programs,12
freeport-historic-photographs,25
freeport-memorial-library,8
friends-historic-kingston,9
fulton-montgomery-community-college,2
garden-city-general-collection,3
garden-city-public-library,3
garden-city-village-archives-collection,5
gayer-collection,4
gene-horton-collection,1
general-electric-audio-recordings,1
general-electric-photographs,8
genesee-community-college-alfred-c-oconnell-library,1
genesee-community-college-history,3
genesee-valley-hunt,3
genesee-valley-town-and-country-collection,4
geneva-civil-war-collection,1
geneva-historical-society,6
geneva-historical-society-postcard-collection,2
geneva-james-g-vail-collection,4
geneva-medical-college-1834-1871,23
geneva-ny-city-directories,9
geneva-public-library,4
geneva-public-library-digital-collection,1
george-f-johnson-memorial-library,4
george-nathan-newman-collection-photographs-vanished-and-vanishing-buffalo,9
george-springsteen-photograph-collection,1
george-w-fenner-world-war-i-photographs-syracuse-ny-1918,2
glen-cove-public-library-photograph-collection,1
glen-letters-collection,2
glens-falls-feeder-canal,1
glens-falls-hometown-usa,1
gloversville-public-library,2
gold-coast-public-library,1
gouverneur-central-school-yearbooks-collection,31
great-neck-historic-postcards,1
great-neck-library,2
great-neck-photographs-collection,4
greene-county-libraries-association,8
greenwich-free-library,1
grems-doolittle-library-25th-anniversary,2
gridiron-yearbooks,14
grove-sheldon-gilbert-portraits,1
grumman,3
guilderland-historical-society-collection,7
guilderland-photographs,3
guilderland-public-library,8
half-hollow-hills-community-library,4
half-hollow-hills-historic-melville,28
half-hollow-hills-library-history,2
hamilton-burr-duel-collection,2
hammond-central-school-yearbooks,8
harriet-martin-dey-photograph-collection,2
harrisville-central-school-yearbooks,14
hartwick-college-records-hartwick-college,2
hartwick-college-stevens-german-library,4
hartwick-seminary-records-hartwick-college,6
hasbroucks-locust-lawn,1
haverstraw-ny-history-collection,3
haviland-heidgerd-historical-collection-images-and-documents,3
heermance-memorial-library-digital-collection,3
hempstead-public-library,21
henry-darwin-didama-md-collection,1
henry-page-historical-files,2
henry-uihlein-scrapbook,3
hepburn-library-colton,1
herbert-pratt-estate-collection,5
heritage-awards,1
hermon-dekalb-central-school-yearbooks-collection,17
herschell-carrousel-factory-museum,2
heuvelton-central-school-yearbooks,23
hewlett-collection,6
hewlett-jones-collection,3
hicksville-historic-photographs,10
hicksville-public-library,12
high-school-yearbooks-chemung-county,17
highland-hospital-1940-1949-school-nursing-during-world-war-ii,8
highland-hospital-school-nursing-scrapbooks,4
hilbert-college-mcgrath-library,1
historic-hempstead,26
historic-huguenot-street,8
historic-huguenot-street-photographs-and-portraits,1
historic-ithaca,2
historic-paintings-james-prendergast-library,1
historic-photographs-new-rochelle,10
historic-postcards-east-rockaway-ny,5
historic-postcards-lynbrook-ny,4
historic-postcards-new-rochelle,18
historic-postcards-sardinia-ny,1
historic-red-hook,16
historic-rockville-centre-postcards,4
historic-views-forest-lawn,3
historical-maps-ithaca-and-tompkins-county,2
historical-photographs-lynbrook,7
historical-society-east-rockaway-and-lynbrook,18
historical-society-massapequas-collection,23
historical-society-rockland-county,7
history-black-community-syracuse,21
history-center-tompkins-county,1
history-town-amherst-new-york-1818-1965,20
history-village-lakewood,6
history-waterville-collection,1
hobart-and-william-smith-colleges,5
hofstra-university-hofstra-university-library,2
holland-land-company-archives,16
holland-land-company-maps,42
holy-family-high-school-yearbooks,4
holy-trinity-seminary,1
homelands-exhibition,3
honeoye-falls-lima-yearbook-collection,4
horse-thieves-collection,4
hospital-good-shepherd,4
houghton-college-willard-j-houghton-library,1
hudson-8000-years-native-american-history-and-culture,4
hudson-area-library,5
hudson-fulton-celebration-1909-0,1
hudson-river-day-line-collection,2
hudson-river-maritime-museum,5
hudson-river-night-boat-collection,4
hudson-river-valley-institute,5
hudson-river-voyage-c1937-39,1
hudson-valley-community-college,1
hudson-valley-technical-institute-1953-1958,1
huntington-deeds,3
huntington-historical-maps,6
huntington-historical-photographs,5
huntington-legal-manuscripts,5
huntington-memorial-library,1
huntington-postcard-collection,2
huntington-public-library,3
huntington-town-clerks-archives,16
huntington-war-manuscripts,4
huntingtontown-clerks-archives,1
ilion-free-public-library,22
ilion-urban-renewal-collection,14
images-kingston-new-york,3
images-rockland-county,8
industries-old-new-hartford-collection,4
irvington-ny-history-collection,2
irvington-public-library,1
ithaca-college-library,4
ithaca-college-photographs,2
ithaca-college-yearbooks,1
ithaca-tax-assessment-photographs,1
j-n-adam-memorial-hospital,4
james-e-horton-collection,1
jamestown-and-olean-ny-city-directories-1875-1916,11
je-me-souviensi-remember-presenting-and-preserving-heritage-upstate-new-yorks-franco,8
