# ----------------------------------------
# All Web Site Data
# Drupal-Side Statistics with Chuck
# 20200121-20200127
# ----------------------------------------

Drupal-Side Stats (Content Group),Pageviews
buffalo-postcards,14
clarkson-university-harriet-call-burnap-memorial-library,14
field_alpha_sort/B,14
gridiron-yearbooks,14
harrisville-central-school-yearbooks,14
ilion-urban-renewal-collection,14
maria-college,14
east-meadow-collection,13
field_alpha_sort/P,13
frederick-douglass-paper,13
love-canal-images,13
nehasane-park-photograph-collection,13
ontarian-yearbooks,13
saint-regis-mohawk-tribe,13
19th-century-monographs-history-western-new-york,12
field_alpha_sort/H,12
freeport-high-school-yearbooks-and-commencement-programs,12
hicksville-public-library,12
public-square-collection,12
raquette-river-dams-oral-history-project,12
roswell-p-flower-memorial-library,12
somers-historical-society,12
tupper-lake-high-school-yearbook,12
albert-r-stone-negative-collection,11
allan-herschell-ride-archive,11
buffalo-address-book-and-family-directory,11
farmingdale-state-college-thomas-d-greenley-library,11
fayetteville-manlius-yearbooks,11
field_alpha_sort/O,11
jamestown-and-olean-ny-city-directories-1875-1916,11
north-country-community-college-north-country-community-college-libraries,11
rensselaer-county-historical-society,11
rockville-centre-historic-village-photographs,11
south-mountains-collection,11
st-john-fisher-college,11
state-university-new-york-plattsburgh-feinberg-library,11
syracuse-central-high-school-archives,11
town-clifton-park-history-collection,11
buffalo-history-museum,10
camp-mills-photographs,10
canal-society-new-york-state,10
clifton-park-halfmoon-public-library,10
cornwall-images-and-documents,10
culinary-institute-america-archives-and-special-collections,10
digital-long-island,10
elting-memorial-library-haviland-heidgerd-historical-collection,10
fenimore-art-museum,10
hicksville-historic-photographs,10
historic-photographs-new-rochelle,10
newburgh-heritage-collection,10
nickell-collection-dr-rv-pierce-medical-artifacts,10
northport-east-northport-public-library,10
railroad-photograph-collection,10
republic-aviation,10
staatsburg-library-image-collection,10
tuxedo-park-historic-photographs,10
whaling-museum-and-education-center,10
working-erie-canal,10
175th-anniversary-buffalo-erie-county-public-library,9
alfred-university-herrick-library,9
bethlehem-public-library,9
buffalo-photograph-collection-lantern-slides-circa-1890-1910,9
field_alpha_sort/C?page=1,9
fort-plain-street-fair,9
friends-historic-kingston,9
geneva-ny-city-directories,9
george-nathan-newman-collection-photographs-vanished-and-vanishing-buffalo,9
joseph-scala-collection,9
madrid-waddington-central-school-yearbooks-collection,9
maybrook-railroad-museum,9
merrick-library,9
new-national-era,9
new-york-state-military-museum-and-veterans-research-center,9
nioga-library-system-niagara-falls-public-library,9
onondaga-county-public-library-central-library,9
oswego-historical-society,9
pan-american-exposition-collection,9
plainview-old-bethpage-public-library,9
plainview-old-bethpage-public-library-local-history-photograph-collection,9
red-hook-town-board-minutes,9
st-patricks-high-school,9
staatsburg-library,9
state-university-new-york-oswego-penfield-library,9
stony-brook-university-stony-brook-university-libraries,9
tuxedo-park-photo-albums,9
ulster-county-historical-society,9
bayport-bluepoint-public-library,8
buffalo-broadcasters-association,8
crandall-public-library,8
douglass-monthly,8
east-hampton-library,8
fay-scrapbooks,8
freeport-memorial-library,8
general-electric-photographs,8
greene-county-libraries-association,8
guilderland-public-library,8
hammond-central-school-yearbooks,8
highland-hospital-1940-1949-school-nursing-during-world-war-ii,8
historic-huguenot-street,8
images-rockland-county,8
je-me-souviensi-remember-presenting-and-preserving-heritage-upstate-new-yorks-franco,8
kay-flickinger-dockstader-papers-1910-1995,8
maureen-osullivan-cushing-collection-maria-college-albany-ny,8
suny-fredonia-daniel-reed-library,8
tomkins-cove-ny-history-collection,8
1935-federal-improvement-aerial-survey,7
city-hudson-postcards-collection,7
clarkson-university-history-collection,7
crouse-hospital-history,7
crystal-beach,7
culinary-institute-america-menu-collection,7
field_alpha_sort/H?page=1,7
field_alpha_sort/N,7
field_alpha_sort/O?page=1,7
guilderland-historical-society-collection,7
historical-photographs-lynbrook,7
historical-society-rockland-county,7
justus-f-mueller-phd-papers,7
liverpool-public-library,7
long-beach-public-library,7
masten-park-high-school-chronicle-yearbooks,7
natural-disasters-schenectady-county,7
new-york-paris-race,7
north-star,7
parishville-hopkinton-central-school-yearbooks,7
rensselaer-county-historical-society-edgar-holloway-collection-watercolors-and-prints,7
rochester-city-general-hospital-school-nursing-collection,7
rochester-homeopathic-genesee-hospital-collection,7
rochester-ny-city-directories,7
somers-local-history-collection,7
spencerport-high-school-yearbooks,7
tugboats-workhorses-hudson,7
westbury-local-history,7
western-new-york-county-atlases,7
albert-wisner-public-library,6
bayport-blue-point-historic-postcards,6
bethpage-historical-collection,6
brockway-motor-trucks-collection,6
camp-russell-boy-scouts-collection,6
columbia-greene-community-college-library-media-services,6
community-library-dewitt-jamesville,6
cornwall-public-library,6
cortland-county-historical-society,6
ernie-simon-collection,6
fayetteville-free-library,6
field_alpha_sort/B?page=5,6
field_alpha_sort/M,6
field_alpha_sort/S?page=1,6
fort-orange-collection,6
geneva-historical-society,6
hartwick-seminary-records-hartwick-college,6
hewlett-collection,6
history-village-lakewood,6
huntington-historical-maps,6
kent-historical-society-digital-collection,6
lake-placid-public-library,6
lisbon-central-school-yearbooks?fbclid=IwAR1V23YMIhrLuredWxqe-890bdfvoYdKjczKmWJ8YU19ApJtRxV7dkqM1-U,6
local-history-room-map-collection,6
mabel-addis-oral-history-collection,6
moss-lake-camp-photograph-collection,6
niagara-county-historical-society,6
northport-east-northport-photograph-collection,6
nyack-library,6
oceanside-library,6
patterson-historical-society-digital-collection,6
scarsdale-photographs-and-slides,6
schuelke-collection,6
spaceflight,6
st-josephs-college-callahan-library,6
suny-upstate-medical-university-health-sciences-library,6
twentieth-century-club-buffalo,6
west-hempstead-local-history,6
william-k-sanford-town-library,6
william-thompson-howell-photographs,6
20th-century-remains-genesee-valley-canal,5
27th-division-world-war-two,5
agricola-and-paysonian-yearbooks,5
albany-college-pharmacy-and-health-sciences-paul-byrnes-34-archives,5
albany-law-school-alumni,5
big-flats-and-chemung-county-historical-collection,5
buffalo-municipal-housing-authority-report-maps,5
buffalo-museum-science,5
buffalo-olmsted-parks-postcards-stereo-views,5
calderone-theatre-collection,5
canastota-public-library,5
catskill-public-library-digital-collection,5
chautauqua-cattaraugus-library-system-james-prendergast-library,5
clarkson-ice-carnival-photographs,5
clinton-liberal-institute,5
collection_type/yearbooks?page=2,5
collection_type/yearbooks?page=9,5
early-history-potsdam,5
erma-dewitt-photographs,5
field_alpha_sort/A,5
field_alpha_sort/B?page=3,5
field_alpha_sort/B?page=4,5
field_alpha_sort/D,5
field_alpha_sort/E,5
field_alpha_sort/G,5
field_alpha_sort/H?page=10,5
field_alpha_sort/H?page=15,5
field_alpha_sort/H?page=17,5
field_alpha_sort/H?page=7,5
field_alpha_sort/H?page=8,5
field_alpha_sort/J?page=1,5
field_alpha_sort/O?page=4,5
field_alpha_sort/S?page=6,5
field_alpha_sort/S?page=7,5
field_alpha_sort/S?page=9,5
garden-city-village-archives-collection,5
herbert-pratt-estate-collection,5
historic-postcards-east-rockaway-ny,5
hobart-and-william-smith-colleges,5
hudson-area-library,5
hudson-river-maritime-museum,5
hudson-river-valley-institute,5
huntington-historical-photographs,5
huntington-legal-manuscripts,5
kingston-ibm-years,5
kirkland-town-library,5
library-association-rockland-county-new-city-library,5
lily-dale-postcards,5
liverpool-yearbook-collection,5
long-island-airfields,5
long-island-manufacturers,5
marlboro-ny-history-collection,5
nathan-s-kline-institute-psychiatric-research,5
nazareth-college,5
network-religious-communities,5
newburgh-1916-assessment-photographs,5
nyh_topic/architecture,5
nyh_topic/education?page=36,5
nyh_topic/people,5
oneonta-city-directories,5
oswego-city-directories,5
palisades-interstate-park-commission,5
photographs-mary-flagler-cary,5
proceedings-rochester-academy-science,5
rambler-newsletter,5
residential-albany-new-york,5
rochester-area-cemetery-records,5
rochester-genealogical-society,5
rochester-regional-health-rochester-medical-museum-archvies,5
st-john-fisher-college?loclr=blogser,5
st-lawrence-university-special-collections-and-vance-university-archives,5
st-marys-academy-yearbooks-collection,5
suffern-ny-history-collection,5
summit-yearbooks-collection,5
time_period/1940,5
union-college,5
university-rochester-memorial-art-gallery,5
westbury-memorial-public-library,5
world-war-i-collection,5
adirondack-experience,4
adirondack-history-center-museum-essex-county-historical-society,4
african-american-presence-hudson-valley,4
aggazette,4
albany-law-school,4
alexis-johnson-collection,4
alfred-university-postcard-collection,4
bayport-yearbooks,4
chautauqua-county-historical-society,4
cHV0bmFtLW&from=,4
collection_type/photographs,4
collection_type/yearbooks?page=1,4
collection_type/yearbooks?page=3,4
collection_type/yearbooks?page=4,4
collection_type/yearbooks?page=5,4
colton-pierrepont-central-school-yearbooks-collection,4
county-atlas-ulster-new-york,4
darwin-d-martin-photograph-collection,4
east-meadow-public-library,4
ellenville-public-library-museum,4
ellis-hospital-collection,4
empire-forester-yearbooks,4
erie-canal-photograph-collection,4
erieville-nelson-heritage-society,4
erieville-nelson-historic-collection,4
field_alpha_sort/1,4
field_alpha_sort/B?page=1,4
field_alpha_sort/B?page=2,4
field_alpha_sort/B?page=7,4
field_alpha_sort/B?page=8,4
field_alpha_sort/C?page=6,4
field_alpha_sort/D?page=3,4
field_alpha_sort/H?page=14,4
field_alpha_sort/H?page=16,4
field_alpha_sort/H?page=2,4
field_alpha_sort/H?page=4,4
field_alpha_sort/H?page=9,4
field_alpha_sort/J,4
field_alpha_sort/J?page=2,4
field_alpha_sort/L,4
field_alpha_sort/N?page=5,4
field_alpha_sort/O?page=3,4
field_alpha_sort/P?page=6,4
field_alpha_sort/S?page=5,4
field_alpha_sort/S?page=8,4
field_alpha_sort/U,4
flood-1972-genesee-river-letchworth-state-park,4
gayer-collection,4
genesee-valley-town-and-country-collection,4
geneva-james-g-vail-collection,4
geneva-public-library,4
george-f-johnson-memorial-library,4
great-neck-photographs-collection,4
half-hollow-hills-community-library,4
hartwick-college-stevens-german-library,4
highland-hospital-school-nursing-scrapbooks,4
historic-postcards-lynbrook-ny,4
historic-rockville-centre-postcards,4
holy-family-high-school-yearbooks,4
honeoye-falls-lima-yearbook-collection,4
horse-thieves-collection,4
hospital-good-shepherd,4
hudson-8000-years-native-american-history-and-culture,4
hudson-river-night-boat-collection,4
huntington-war-manuscripts,4
ilion-free-public-library?fbclid=IwAR2YzekHI-dm1q715um7s85gMo2S4ownwjp3CUX4nCOTmrgZKyVN2go9IWo,4
industries-old-new-hartford-collection,4
ithaca-college-library,4
j-n-adam-memorial-hospital,4
la-bella-america-old-country-north-country,4
lincoln-auditorium-central-high-school-programs-collection,4
manhasset-photograph-collection,4
martha-blow-wadsworth-photograph-collection,4
mastics-moriches-shirley-community-library,4
minutes-network-religious-communities-nrc-and-predecessor-organizations,4
new-york-central-stations-buffalo-ny-scrapbook,4
new-york-ordnance-works-collection,4
nyh_topic/education,4
paul-smiths-college-joan-weill-adirondack-library,4
polish-community-syracuse-ny,4
rondout-reservoir-collection,4
sand-pumpings,4
scrimshaw-baleen-objects,4
seneca-ray-stoddard-adirondack-stereoviews,4
state-university-new-york-canton-southworth-library,4
thatcher-glass-manufacturing-company-collection,4
ticonderoga-pulp-and-paper-company-photograph-collection,4
time_period/1900?search_api_views_fulltext=,4
tri-village-area-directories,4
university-albany-suny-science-library,4
virginia-marshall-martus-collection,4
ward-manor-collection,4
wayne-tucker-postcard-collection,4
western-new-york-index,4
western-new-york-library-resources-council,4
1825-pivotal-year-niagara-frontier,3
1913-watervliet-flood,3
adirondack-map-collection,3
albany-public-library,3
arthur-b-gregg-collection,3
ashokan-reservoir-lost-profit-testimonies,3
atari-coin-op-division-corporate-records-1969-2002,3
bard-college-archives-and-special-collections,3
big-flats-historical-society-and-museum,3
brockport-village-glass-plate-negatives,3
camp-syracuse,3
chatham-school-photographs-1890-1940,3
civil-war-collection,3
clarkson-university-postcards-collection,3
cny-chapter-national-railway-historical-society,3
collection_type/yearbooks?page=6,3
collection_type/yearbooks?page=7,3
collection_type/yearbooks?page=8,3
college-saint-rose-neil-hellman-library,3
colton-museum-and-historical-society,3
corning-flood-1972,3
crawford-collection,3
crouse-hospital-school-nursing-yearbook-collection,3
cure-cottages-saranac-lake-ny,3
daredevils-niagara-photos-writing-orrin-e-dunlap-collection,3
dowling-college-dowling-college-library,3
early-records-sacarissa-lodge-independent-order-odd-fellows,3
elizabeth-blackwell,3
emily-howland-papers,3
emporium-lumber-company-photograph-collection,3
fayetteville-free-library-postcard-collection,3
field_alpha_sort/B?page=10,3
field_alpha_sort/B?page=6,3
field_alpha_sort/B?page=9,3
field_alpha_sort/C?page=7,3
field_alpha_sort/C/nyh_topic/geography-maps,3
field_alpha_sort/D?page=1,3
field_alpha_sort/D?page=2,3
field_alpha_sort/E?page=2,3
field_alpha_sort/E?page=4,3
field_alpha_sort/F,3
field_alpha_sort/G?page=4,3
field_alpha_sort/H?page=11,3
field_alpha_sort/H?page=18,3
field_alpha_sort/L?page=4,3
field_alpha_sort/L?page=6,3
field_alpha_sort/O?page=2,3
field_alpha_sort/P?page=4,3
field_alpha_sort/P?page=5,3
field_alpha_sort/P?page=7,3
field_alpha_sort/S?page=10,3
field_alpha_sort/S?page=11,3
field_alpha_sort/S?page=12,3
field_alpha_sort/S?page=2,3
field_alpha_sort/S?page=3,3
field_alpha_sort/W,3
field_alpha_sort/W?page=1,3
field_alpha_sort/W?page=4,3
frank-estabrook-collection,3
garden-city-general-collection,3
garden-city-public-library,3
genesee-community-college-history,3
genesee-valley-hunt,3
grumman,3
guilderland-photographs,3
haverstraw-ny-history-collection,3
haviland-heidgerd-historical-collection-images-and-documents,3
heermance-memorial-library-digital-collection,3
henry-uihlein-scrapbook,3
hewlett-jones-collection,3
historic-views-forest-lawn,3
homelands-exhibition,3
huntington-deeds,3
huntington-public-library,3
images-kingston-new-york,3
jericho-public-library,3
john-mcconihe-collection,3
l-jameson-glass-plate-negative-collection,3
lake-placid-north-elba-historical-society,3
lake-placid-public-library-photograph-archive,3
leo-h-bock-lynbrook-photo-collection,3
liberator,3
lisbon-central-school-yearbooks?fbclid=IwAR3TFrxyz-uCfXq4p69B9BLTfsypIOtLiocjRl31nJGcyUVXfaNLWDtGxdU,3
little-falls-public-library,3
little-falls-public-library-collection,3
locust-historical-collection,3
long-island-postcard-collection,3
main-street-businesses-middleburgh-new-york,3
manlius-library,3
maria-college-digital-collection,3
massapequa-library-history-collection,3
moffat-library-washingtonville,3
morristown-central-school-yearbooks,3
national-freedman,3
new-york-chiropractic-college-new-york-chiropractic-college-museum,3
new-york-chiropractic-historical-people,3
new-york-state-womens-suffrage-exhibition-collection,3
nioga-library-system-lockport-public-library,3
nyh_topic/education/field_alpha_sort/S?page=2,3
nyh_topic/ethnic-groups,3
nyh_topic/transportation,3
nyh_topic/work-labor?page=1,3
oneida-public-library,3
orangetown-historical-museum-archives,3
plain-talk,3
reid-gallery-prominent-citizens-rome-new-york,3
rockville-centre-library-history,3
saranac-inn-photograph-collection,3
scarsdale-public-library,3
schenectady-new-york-street-scenes,3
strong-national-museum-play,3
suffrage-documents-new-york-state-federation-women’s-clubs,3
suny-college-brockport,3
suny-college-environmental-science-and-forestry-moon-library,3
theodore-roosevelt-inaugural-site-foundation,3
thousand-islands-museum,3
time_period/1940/field_alpha_sort/R,3
time_period/1970,3
tupper-lake-public-library-photograph-collection,3
university-buffalo-libraries-digital-collections,3
village-manlius-collection,3
watervliet-public-library,3
wells-college-louis-jefferson-long-library,3
westinghouse-family-papers,3
adirondack-mines-photograph-collection,2
african-repository-and-colonial-journal,2
albany-law-school-architecture-collection,2
albany-law-school-collection,2
albany-ny-school-yearbooks,2
albion-winegar-tourgee-collection,2
american-humane-association-be-kind-animals-poster-collection,2
bard-class-photos,2
bard-student-fire-department,2
barge-canal-construction-western-division,2
bellmore-memorial-library,2
best-threads-fashions-warwick-new-york-circa-1900,2
bethpage-public-library,2
binary-visions-19th-century-woven-coverlets,2
buffalo-niagara-heritage-village,2
bullis-family-collection,2
butler-family-papers,2
cairo-public-library-digital-collection,2
caldwell-family-collection,2
canastota-schools-collection,2
carl-schmidt-collection-two-dimensional-drawings,2
charles-rand-penney-trail,2
charles-sylvester-piersaull-photographs,2
chatham-public-library,2
collection_type/photographs-correspondence,2
collection_type/photographs-correspondence?search_api_views_fulltext=olean+city+directory,2
collection_type/yearbooks?fbclid=IwAR1bK6Uwvp7JiMmk_QnTez_N0ZoeRD0ch-UsLpbBkkIgp8YJAmjq29t-CMg,2
corning-community-college-arthur-houghton-jr-library,2
corning-museum-glass-juliette-k-and-leonard-s-rakow-research-library,2
"cradle-aviation-museum&xid=17259,15700002,15700023,15700186,15700191,15700256,15700259,15700262,15700265,15700271&usg=ALkJrhiy80fyMI7faDMK6d1q6ePsDltoEQ",2
crouse-health-medical-library,2
early-canastota-collection,2
encyclopedia-union-college-history,2
families-upstate-new-york,2
family-bible-records-schoharie-county-ny,2
farmingdale-public-library,2
ferris-meigs-logging-photograph-collection,2
field_alpha_sort/A?page=1,2
field_alpha_sort/A?page=2,2
field_alpha_sort/A?page=3,2
field_alpha_sort/A?page=4,2
field_alpha_sort/A?page=5,2
field_alpha_sort/B?page=11,2
field_alpha_sort/B/nyh_topic/transportation,2
field_alpha_sort/C?page=2,2
field_alpha_sort/C?page=3,2
field_alpha_sort/C?page=4,2
field_alpha_sort/C?page=5,2
field_alpha_sort/D?page=4,2
field_alpha_sort/D?page=5,2
field_alpha_sort/E?page=1,2
field_alpha_sort/E?page=3,2
field_alpha_sort/E?page=5,2
field_alpha_sort/E?page=6,2
field_alpha_sort/F?page=1,2
field_alpha_sort/F?page=4,2
field_alpha_sort/F?page=5,2
field_alpha_sort/G?page=1,2
field_alpha_sort/G?page=10,2
field_alpha_sort/G?page=11,2
field_alpha_sort/G?page=12,2
field_alpha_sort/G?page=2,2
field_alpha_sort/G?page=3,2
field_alpha_sort/G?page=5,2
field_alpha_sort/G?page=6,2
field_alpha_sort/G?page=7,2
field_alpha_sort/G?page=8,2
field_alpha_sort/G?page=9,2
field_alpha_sort/G/nyh_topic/people?page=1,2
field_alpha_sort/G/nyh_topic/people?search_api_views_fulltext=buffalo+city+directories,2
field_alpha_sort/H?page=12,2
field_alpha_sort/H?page=13,2
field_alpha_sort/H?page=3,2
field_alpha_sort/H?page=5,2
field_alpha_sort/H?page=6,2
field_alpha_sort/J?page=3,2
field_alpha_sort/J?page=4,2
field_alpha_sort/J?page=5,2
field_alpha_sort/J?page=6,2
field_alpha_sort/L?page=1,2
field_alpha_sort/L?page=2,2
field_alpha_sort/L?page=3,2
field_alpha_sort/L?page=5,2
field_alpha_sort/L?page=7,2
field_alpha_sort/M?page=1,2
field_alpha_sort/M?page=2,2
field_alpha_sort/M?page=3,2
field_alpha_sort/M?page=4,2
field_alpha_sort/M?page=5,2
field_alpha_sort/M?page=6,2
field_alpha_sort/N?page=1,2
field_alpha_sort/N?page=3,2
field_alpha_sort/N?search_api_views_fulltext=newsletters,2
field_alpha_sort/P?page=1,2
field_alpha_sort/P?page=3,2
field_alpha_sort/P?page=8,2
field_alpha_sort/R,2
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=3,2
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=4,2
field_alpha_sort/S?page=13,2
field_alpha_sort/S?page=15,2
field_alpha_sort/S?page=4,2
field_alpha_sort/S?search_api_views_fulltext=suffergette,2
field_alpha_sort/T,2
field_alpha_sort/T?page=1,2
field_alpha_sort/T?page=2,2
field_alpha_sort/T?page=4,2
field_alpha_sort/U?page=1,2
field_alpha_sort/U?page=2,2
field_alpha_sort/V,2
field_alpha_sort/W?page=2,2
field_alpha_sort/W?page=5,2
field_alpha_sort/W?page=6,2
field_alpha_sort/W?page=7,2
field_alpha_sort/W?page=9,2
field_alpha_sort/Y,2
fletcher-steele-collection,2
franklin-d-roosevelt-library,2
fulton-montgomery-community-college,2
geneva-historical-society-postcard-collection,2
george-w-fenner-world-war-i-photographs-syracuse-ny-1918,2
glen-letters-collection,2
gloversville-public-library,2
great-neck-library,2
grems-doolittle-library-25th-anniversary,2
half-hollow-hills-library-history,2
hamilton-burr-duel-collection,2
harriet-martin-dey-photograph-collection,2
hartwick-college-records-hartwick-college,2
henry-page-historical-files,2
herschell-carrousel-factory-museum,2
historic-ithaca,2
historical-maps-ithaca-and-tompkins-county,2
hofstra-university-hofstra-university-library,2
hudson-river-day-line-collection,2
huntington-postcard-collection,2
irvington-ny-history-collection,2
ithaca-college-photographs,2
jefferson-community-college-jefferson-community-college-library,2
jervis-public-library,2
jessie-bonnie-monroe-fashion-illustration-collection,2
john-b-jervis-drawings,2
junior-league-buffalo,2
keuka-college-lightner-library,2
leonard-family,2
levittown-public-library,2
lewis-h-brown-collection,2
library-association-rockland-county,2
library-association-rockland-county-haverstraw-kings-daughters-public-library,2
lisbon-central-school-yearbooks?fbclid=IwAR2f4VD-XvBwJGTSrp_bCL58-wxaT0UmfHIVzLYIBWfbpzFkjzEClyF2tlE,2
lisbon-central-school-yearbooks?fbclid=IwAR2IS91nDjMpYmyVzwnV1Z53Gx-0SXp20-hvNliRdhKL4VhSKqamWt6HMN8,2
little-falls-camera-club-collection,2
locust-valley-library,2
long-beach-public-schools,2
long-island-historic-postcard-collection,2
long-island-library-resources-council,2
Manhasset-Public-Library,2
maria-college-anniversary-collection,2
maria-college-promarian-newsletter,2
maurice-leyden-collection,2
mcgraw-historical-society,2
mendon-public-library,2
middleburgh-library,2
montauk-fishing-collection,2
montauk-library,2
museum-village,2
nazareth-college-yearbooks-collection,2
new-paltz-town-records,2
newburgh-free-library-historic-images-and-documents,2
newburgh-municipal-records,2
niagara-county-community-college-yearbooks,2
nioga-library-system,2
ny-ontario-western-railway-photographs,2
nyh_topic/agriculture,2
nyh_topic/daily-life,2
nyh_topic/education?search_api_views_fulltext=HeR+book,2
nyh_topic/education/collection_type/yearbooks,2
nyh_topic/education/field_alpha_sort/C,2
nyh_topic/education/field_alpha_sort/C?page=1,2
nyh_topic/education/field_alpha_sort/C?page=2,2
nyh_topic/education/field_alpha_sort/C?page=3,2
nyh_topic/education/field_alpha_sort/C?page=4,2
nyh_topic/education/field_alpha_sort/S,2
nyh_topic/education/field_alpha_sort/S?page=1,2
nyh_topic/education/field_alpha_sort/S?page=3,2
nyh_topic/education/field_alpha_sort/S?page=4,2
nyh_topic/ethnic-groups?page=1,2
nyh_topic/geography-maps,2
nyh_topic/geography-maps/nyh_topic/architecture,2
nyh_topic/government-law-politics,2
nyh_topic/transportation/field_alpha_sort/A,2
nyh_topic/transportation/field_alpha_sort/A?search_api_views_fulltext=Lake+Placid&=Go,2
nyh_topic/work-labor,2
onondaga-community-college-coulter-library,2
oral-histories-hudson-river-commercial-fishermen,2
orange-county-atlas-collection,2
oriskany-village-museum,2
oswego-public-library,2
pan-american-exposition-scrapbooks,2
paul-smiths-college-collection,2
paul-smiths-college-st-regian-yearbooks-collection,2
pearl-river-ny-history-collection,2
perry-public-library,2
pictorial-history-sonnenberg,2
plattekill-historical-society,2
plattsburgh-barracks,2
plattsburgh-normal-school,2
plattsburgh-public-library,2
port-jefferson-free-library,2
port-washington-library-history-collection,2
port-washington-maritime-collection,2
potsdam-normal-school-collection,2
potsdam-railroad-1850-2000,2
pouring-200-inch-disk-corning-glass-works,2
reminiscent-history-north-collins-erie-county-ny&from=https://en.m.wikipedia.org/,2
rochester-public-library,2
rockville-centre-historic-school-photographs,2
roosevelt-vanderbilt-historical-association,2
sacandaga-park-ny-postcard-collection,2
sage-colleges,2
saranac-lake-free-library,2
saratoga-springs-public-library,2
saugerties-public-library,2
scarsdale-high-school-yearbooks,2
second-mohonk-conference-negro-question-1891,2
seneca-falls-historical-society,2
six-nations-territory-collection,2
smithtown-library,2
solvay-geddes-historical-society,2
somers-circus-collection,2
south-shore-historic-inns-hotels-and-restaurants,2
st-lawrence-county-historical-association,2
staatsburg-library-ccc-collection,2
state-university-new-yorkoneonta-james-m-milne-library,2
steinmetz-digital-collection-schenectady,2
suny-geneseo,2
suny-schenectady-county-community-college-50th-anniversary-collection,2
tappan-ny-history-collection,2
thousand-islands-arts-center,2
time_period/1660,2
time_period/1880,2
time_period/1900,2
time_period/1900/nyh_topic/military-war?search_api_views_fulltext=,2
time_period/1940/field_alpha_sort/R/nyh_topic/business-industry,2
time_period/1940/field_alpha_sort/V,2
time_period/1940/field_alpha_sort/W,2
town-halfmoon-historians-collection,2
tuxedo-park-historic-postcards,2
ulster-county-gazette-collection,2
university-rochester-medical-center-edward-g-miner-library,2
utica-college-center-historical-research,2
vassar-brothers-hospital-school-nursing,2
violetta-white-delafield-mushroom-collection,2
voorheesville-public-library,2
west-hempstead-public-library,2
wkbw-tv-television-news-film-and-video-archives,2
woodstock-public-library-district,2
yama-farms-collection,2
yellow-fever-collection,2
1909-hudson-fulton-celebration-postcards,1
1913-watervliet-flood?fbclid=IwAR2WaTeLyuS32YQ88oirgK0rey5N2a8A9yxMXP_MubmV2WOR3LvULQTe5x8,1
