# ----------------------------------------
# All Web Site Data
# Drupal-Side Statistics with Chuck
# 20200121-20200127
# ----------------------------------------

Drupal-Side Stats (Content Group),Pageviews
abby-and-will-csaplar-lake-george-collection,1
acha-postcard-collection,1
acorn-stove-trade-cards,1
adirondack-architectural-heritage,1
adirondack-scenery-glass-projector-slides,1
adirondack-scenic-photograph-collection,1
agricola-and-paysonian-yearbooks?fbclid=IwAR0qJCoVhm0V_Pd7y6H_FViEneAZQmR8IzWxfWzMLXCU2fMfTCtPABJdQa0,1
albany-county-historical-association-ten-broeck-mansion,1
almquist-green-lakes-collection,1
altamont-ny-history-collection,1
american-and-foreign-anti-slavery-reporter,1
american-legion-post-342,1
appellate-division-fourth-department-law-library,1
architecture-livingston-county-ny,1
atlas-hudson-river-valley-new-york-city-troy,1
baker-cederberg-museum-and-archives-collection,1
barge-canal-construction-middle-division,1
beede-family-album,1
bentley-snowcrystal-collection&from=,1
binghamton-university-binghamton-university-libraries,1
bob-knight-postcard-collection,1
books-and-articles-collection,1
bowers-collection,1
brentwood-postcards,1
bryant-historic-postcards,1
buffalo-express&from=,1
buffalo-public-school-library-system,1
canisius-college-andrew-l-bouwhuis-library,1
canisius-college-church-records,1
capital-district-library-council,1
capital-district-radio-and-television-broadcasting,1
central-square-oral-history-collection,1
chautauqua-cattaraugus-library-system,1
chemung-county-atlases,1
chester-historical-society,1
childwold-photograph-collection,1
chittenango-landing-canal-boat-museum,1
chittenango-landing-historic-photograph-collection,1
civil-war-letters,1
clark-rice-photography-collection,1
clarkson-family-history-collection,1
clarkstown-country-club,1
collection_type/scrapbooks,1
collection_type/yearbooks?search_api_views_fulltext=Clifton+Fine+Central+School,1
collection_type/yearbooks/field_alpha_sort/B,1
collection_type/yearbooks/field_alpha_sort/C?fbclid=IwAR1bK6Uwvp7JiMmk_QnTez_N0ZoeRD0ch-UsLpbBkkIgp8YJAmjq29t-CMg,1
collection_type/yearbooks/field_alpha_sort/M,1
collection_type/yearbooks/field_alpha_sort/N,1
collection_type/yearbooks/field_alpha_sort/N?search_api_views_fulltext=new+rochelle+high+school,1
collection_type/yearbooks/field_alpha_sort/O,1
collection_type/yearbooks/field_alpha_sort/S?fbclid=IwAR1bK6Uwvp7JiMmk_QnTez_N0ZoeRD0ch-UsLpbBkkIgp8YJAmjq29t-CMg,1
collection_type/yearbooks/privacy/time_period/1940/field_alpha_sort/M/time_period/1920/time_period/1890,1
collection_type/yearbooks/time_period/1920,1
collection_type/yearbooks/time_period/1970?search_api_views_fulltext=Clifton Fine Central School,1
college-saint-rose-archives-map-collection,1
college-saint-rose-archives-oral-history-collection,1
cranberry-lake-yearbooks,1
cure-cottages-saranac-lake-ny?fbclid=IwAR2rnrjNQErcVWQhK9RyzZLxBnAvTpEGGP_Mt_IFNsPpLpA4pkRmjDkBwQQ,1
doughty-family,1
douglass-monthlyThe Christian Recorder&from=,1
dowling-college-dowling-college-library IDLE HOUR BOULEVARD&from=,1
dr-david-sherwood-kellogg-journals-and-archaeological-and-historical-materials,1
dyouville-college-architecture-buildings-grounds,1
earlville-cemetery-collection,1
earlville-free-library,1
early-canastota-business-collection,1
edmund-blunt-topographic-map-collection,1
ellenville-postcard-collection,1
field_alpha_sort/1?page=1,1
field_alpha_sort/1/nyh_topic/people/time_period/1900/terms/collection_type/photographs/field_alpha_sort/B,1
field_alpha_sort/1/nyh_topic/people/time_period/1900/terms/field_alpha_sort/R/time_period/1860,1
field_alpha_sort/2,1
field_alpha_sort/A?page=6,1
field_alpha_sort/A?page=7,1
field_alpha_sort/A?page=8,1
field_alpha_sort/A?page=9,1
field_alpha_sort/A/privacy/nyh_topic/environment-nature/nyh_topic/agriculture/time_period/1910,1
field_alpha_sort/A/privacy/time_period/1900/field_alpha_sort/M/nyh_topic/environment-nature/nyh_topic/geography-maps,1
field_alpha_sort/B?search_api_views_fulltext=Brockway,1
field_alpha_sort/B?search_api_views_fulltext=lighthouse,1
field_alpha_sort/B/nyh_topic/transportation/nyh_topic/business-industry,1
field_alpha_sort/B/terms/nyh_topic/daily-life/nyh_topic/architecture/field_alpha_sort/T,1
field_alpha_sort/B/terms/nyh_topic/ethnic-groups/time_period/1830/nyh_topic/daily-life/time_period/1940,1
field_alpha_sort/C?page=12,1
field_alpha_sort/C?page=13,1
field_alpha_sort/C?page=14,1
field_alpha_sort/C?page=15,1
field_alpha_sort/C?page=16,1
field_alpha_sort/C?page=8,1
field_alpha_sort/C?search_api_views_fulltext=albany,1
field_alpha_sort/C?search_api_views_fulltext=civil+war,1
field_alpha_sort/C?search_api_views_fulltext=clifton+fine,1
field_alpha_sort/C?search_api_views_fulltext=clifton+park,1
field_alpha_sort/C?search_api_views_fulltext=Cole,1
field_alpha_sort/C?search_api_views_fulltext=Geneseo,1
field_alpha_sort/C?search_api_views_fulltext=yearbooks,1
field_alpha_sort/C?search_api_views_fulltext=Yearbooks &page=1,1
field_alpha_sort/C?search_api_views_fulltext=Yearbooks+,1
field_alpha_sort/C/nyh_topic/arts-entertainment?search_api_views_fulltext=albany,1
field_alpha_sort/C/nyh_topic/geography-maps?search_api_views_fulltext=Cayuga,1
field_alpha_sort/C/nyh_topic/geography-maps?search_api_views_fulltext=Citizen,1
field_alpha_sort/C/nyh_topic/geography-maps?search_api_views_fulltext=Genoa,1
field_alpha_sort/C/nyh_topic/geography-maps?search_api_views_fulltext=Ithaca,1
field_alpha_sort/C/time_period/2000/time_period/1910/privacy/nyh_topic/arts-entertainment/field_alpha_sort/N,1
field_alpha_sort/D?page=6,1
field_alpha_sort/E/nyh_topic/military-war/privacy/nyh_topic/environment-nature/nyh_topic/work-labor/field_alpha_sort/F,1
field_alpha_sort/E/nyh_topic/military-war/privacy/time_period/1900/nyh_topic/daily-life/field_alpha_sort/T/nyh_topic/people,1
field_alpha_sort/E/privacy/terms/nyh_topic/environment-nature/time_period/2000,1
field_alpha_sort/E/time_period/1960/privacy/time_period/77879,1
field_alpha_sort/F?page=2,1
field_alpha_sort/F?page=3,1
field_alpha_sort/F?page=6,1
field_alpha_sort/F?page=7,1
field_alpha_sort/F/collection_type/yearbooks/terms/field_alpha_sort/U/time_period/1990/time_period/2010/time_period/1980,1
field_alpha_sort/F/collection_type/yearbooks/terms/nyh_topic/ethnic-groups/time_period/1900/nyh_topic/community-events,1
field_alpha_sort/F/nyh_topic/ethnic-groups,1
field_alpha_sort/G?search_api_views_fulltext=gouverneur,1
field_alpha_sort/G/collection_type/oral-histories,1
field_alpha_sort/G/nyh_topic/people,1
field_alpha_sort/G/privacy/nyh_topic/daily-life/nyh_topic/education/nyh_topic/architecture,1
field_alpha_sort/G/privacy/time_period/1600/field_alpha_sort/C/time_period/1700,1
field_alpha_sort/H?search_api_views_fulltext=harlem,1
field_alpha_sort/H?search_api_views_fulltext=Historic+Red+Hook,1
field_alpha_sort/H?search_api_views_fulltext=huntington,1
field_alpha_sort/H?search_api_views_fulltext=huntington&page=1,1
field_alpha_sort/I,1
field_alpha_sort/I?page=1,1
field_alpha_sort/I?page=2,1
field_alpha_sort/I/time_period/1930/privacy/nyh_topic/education/field_alpha_sort/M/nyh_topic/arts-entertainment/time_period/1960,1
field_alpha_sort/J?search_api_views_fulltext=Mainwaring,1
field_alpha_sort/K,1
field_alpha_sort/K?page=1,1
field_alpha_sort/K?page=2,1
field_alpha_sort/L?page=8,1
field_alpha_sort/L?search_api_views_fulltext=league+of+women+voters,1
field_alpha_sort/L/nyh_topic/daily-life,1
field_alpha_sort/M?page=10,1
field_alpha_sort/M?page=11,1
field_alpha_sort/M?page=12,1
field_alpha_sort/M?page=13,1
field_alpha_sort/M?page=14,1
field_alpha_sort/M?page=7,1
field_alpha_sort/M?page=8,1
field_alpha_sort/M?page=9,1
field_alpha_sort/M?search_api_views_fulltext=madison+square+gardens,1
field_alpha_sort/M/terms/time_period/1980/time_period/1900/field_alpha_sort/L,1
field_alpha_sort/N?page=10,1
field_alpha_sort/N?page=11,1
field_alpha_sort/N?page=12,1
field_alpha_sort/N?page=2,1
field_alpha_sort/N?page=4,1
field_alpha_sort/N?page=6,1
field_alpha_sort/N?page=7,1
field_alpha_sort/N?page=8,1
field_alpha_sort/N?page=9,1
field_alpha_sort/N?search_api_views_fulltext=Niagara,1
field_alpha_sort/O?page=5,1
field_alpha_sort/O?search_api_views_fulltext=obituary,1
field_alpha_sort/O?search_api_views_fulltext=oswego+yearbook,1
field_alpha_sort/O/privacy/field_alpha_sort/1/privacy/nyh_topic/government-law-politics/collection_type/photographs,1
field_alpha_sort/O/privacy/field_alpha_sort/C/nyh_topic/arts-entertainment/nyh_topic/community-events/time_period/1950/time_period/1930,1
field_alpha_sort/O/privacy/field_alpha_sort/H/time_period/1950/nyh_topic/people/time_period/1970,1
field_alpha_sort/O/privacy/field_alpha_sort/P/privacy/field_alpha_sort/I/nyh_topic/business-industry/time_period/1920,1
field_alpha_sort/O/privacy/field_alpha_sort/Q/nyh_topic/arts-entertainment/terms/time_period/1920/collection_type/yearbooks/field_alpha_sort/B,1
field_alpha_sort/O/privacy/field_alpha_sort/Q/nyh_topic/arts-entertainment/terms/time_period/2000/field_alpha_sort/J,1
field_alpha_sort/O/privacy/field_alpha_sort/T/nyh_topic/people/terms/field_alpha_sort/S/nyh_topic/architecture/terms,1
field_alpha_sort/O/privacy/nyh_topic/arts-entertainment/time_period/1910/nyh_topic/architecture/terms/field_alpha_sort/U,1
field_alpha_sort/O/privacy/nyh_topic/daily-life/nyh_topic/people/field_alpha_sort/G/terms/time_period/1880/collection_type/photographs-correspondence,1
field_alpha_sort/O/privacy/nyh_topic/daily-life/time_period/1800/terms/nyh_topic/community-events/nyh_topic/transportation/time_period/1880,1
field_alpha_sort/O/privacy/nyh_topic/daily-life/time_period/1870/terms/time_period/1690/field_alpha_sort/A,1
field_alpha_sort/O/privacy/time_period/1900/nyh_topic/environment-nature/terms?page=4,1
field_alpha_sort/O/privacy/time_period/1900/nyh_topic/recreation-sports/time_period/1910/field_alpha_sort/S,1
field_alpha_sort/O/time_period/1940/terms/nyh_topic/geography-maps/nyh_topic/business-industry,1
field_alpha_sort/O/time_period/1940/terms/time_period/1850/time_period/1880/nyh_topic/recreation-sports,1
field_alpha_sort/O/user/time_period/1970/time_period/1940/time_period/1980/time_period/1950,1
field_alpha_sort/O/user/time_period/1990/time_period/1920/terms/nyh_topic/geography-maps?page=4,1
field_alpha_sort/P?page=10,1
field_alpha_sort/P?page=11,1
field_alpha_sort/P?page=2,1
field_alpha_sort/P?page=9,1
field_alpha_sort/P?search_api_views_fulltext=saint+alberts+seminary,1
field_alpha_sort/P?search_api_views_fulltext=william+howell,1
field_alpha_sort/P?search_api_views_fulltext=william+thompson+howell,1
field_alpha_sort/P/collection_type/yearbooks,1
field_alpha_sort/P/nyh_topic/people,1
field_alpha_sort/Q,1
field_alpha_sort/R?page=1,1
field_alpha_sort/R?page=2,1
field_alpha_sort/R?page=3,1
field_alpha_sort/R?page=4,1
field_alpha_sort/R?page=5,1
field_alpha_sort/R?page=6,1
field_alpha_sort/R?page=7,1
field_alpha_sort/R?page=8,1
field_alpha_sort/R?page=9,1
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU,1
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=1,1
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=10,1
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=11,1
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=12,1
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=13,1
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=14,1
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=15,1
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=16,1
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=2,1
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=5,1
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=6,1
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=7,1
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=8,1
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=9,1
field_alpha_sort/S?page=14,1
field_alpha_sort/S?page=16,1
field_alpha_sort/S?search_api_views_fulltext=circus+posters,1
field_alpha_sort/S?search_api_views_fulltext=ice+scooters,1
field_alpha_sort/S?search_api_views_fulltext=Suffrage,1
field_alpha_sort/S?search_api_views_fulltext=voting,1
field_alpha_sort/S/time_period/1940?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU,1
field_alpha_sort/S/time_period/1940?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=1,1
field_alpha_sort/S/time_period/1940?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=2,1
field_alpha_sort/S/time_period/1940?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=3,1
field_alpha_sort/T?page=3,1
field_alpha_sort/T?page=5,1
field_alpha_sort/U?page=3,1
field_alpha_sort/U/time_period/1870/privacy/nyh_topic/geography-maps/nyh_topic/military-war,1
field_alpha_sort/V?page=1,1
field_alpha_sort/V?page=2,1
field_alpha_sort/V?page=3,1
field_alpha_sort/W?page=10,1
field_alpha_sort/W?page=3,1
field_alpha_sort/W?page=8,1
field_alpha_sort/Z,1
finch-pruyn-and-company-maps,1
floods-chemung-county,1
fred-r-wolcott-photographic-collection,1
gene-horton-collection,1
general-electric-audio-recordings,1
genesee-community-college-alfred-c-oconnell-library,1
geneva-civil-war-collection,1
geneva-public-library-digital-collection,1
george-springsteen-photograph-collection,1
glen-cove-public-library-photograph-collection,1
glens-falls-feeder-canal,1
glens-falls-hometown-usa,1
gold-coast-public-library,1
great-neck-historic-postcards,1
greenwich-free-library,1
grove-sheldon-gilbert-portraits,1
half-hollow-hills-historic-melville?fbclid=IwAR3BP0aMN5Vt9MWBGO7A-yjIEhN3ukxP9bDCWXt0zW6PPhdc0Oyfeu4tCqY,1
half-hollow-hills-historic-melville?fbclid=IwAR3cMMAHRG_kMCAnclSu53FiVJVxSc5qUoyVeUsGnnC2opD-XqcgQSl4H78,1
hasbroucks-locust-lawn,1
henry-darwin-didama-md-collection,1
hepburn-library-colton,1
heritage-awards,1
hilbert-college-mcgrath-library,1
historic-huguenot-street-photographs-and-portraits,1
historic-paintings-james-prendergast-library,1
historic-postcards-sardinia-ny,1
history-center-tompkins-county,1
history-waterville-collection,1
holy-trinity-seminary,1
houghton-college-willard-j-houghton-library,1
hudson-fulton-celebration-1909-0,1
hudson-river-voyage-c1937-39,1
hudson-valley-community-college,1
hudson-valley-technical-institute-1953-1958,1
huntington-memorial-library,1
huntingtontown-clerks-archives&from=,1
ilion-free-public-library?fbclid=IwAR1zeSb2o6r61RXoTZG87mEixYvbIzTChW5zDt3pTEYvQ1zYbCk7fdxtSAQ,1
ilion-free-public-library?fbclid=IwAR2zHTlsu_hHW5JtB0RhsUHo37Ghca5EFYFIwgStidymBa3kxdWSgIFo11s,1
irvington-public-library,1
ithaca-college-yearbooks,1
ithaca-tax-assessment-photographs,1
james-e-horton-collection,1
john-burroughs-memorabilia-hartwick-college,1
john-s-apperson-jr-and-paul-schaefer-collections,1
john-scott-postcard-collection,1
keene-valley-library,1
kirkland-town-library-art-collection,1
lantern-slides-palisades-interstate-park-commission,1
liberty-high-school-yearbooks,1
lisbon-central-school-yearbooks?fbclid=IwAR1a41wZKHVQsAiOs0V_wfGjZS-X7sfbt7Fv8lJnczngU9VnZXASoth8rno,1
lisbon-central-school-yearbooks?fbclid=IwAR1rRo9_B9vFQoLsDtze9WC6QL_xBR9mfZNIxhwNSXjFCyZ8rySxX7441Rk,1
lisbon-central-school-yearbooks?fbclid=IwAR2MaHv5HWYSsiTHzNrHPutlnK_5BjX5DQ8wLegcEgjHYrGH9bFV4GpR8cg,1
lisbon-central-school-yearbooks?fbclid=IwAR2VPK25iPoOZpYb8VTp5N2wPYVeFvjtLeINfJC8Xznw2Lv37pqnIZIwi-A,1
lisbon-central-school-yearbooks?fbclid=IwAR3mqbLTzvZmsglNO3dDrGEyQC90mrKpLOE6dC5mG3150viuCEcNZo6BDeg,1
lisbon-central-school-yearbooks?fbclid=IwAR3MvAGaSi3Xao2ct_VwhrTT2hnE9ERPjbCKzLzaGHxLAM4t5W65iL8y3Ig,1
long-beach-bridge-construction-photographs,1
longwood-public-library,1
margaret-hort-trudeau-sanatorium-photograph-collection,1
maria-college-mariale-literary-magazine,1
marty-himes-racing-collection,1
mason-malone-collection,1
max-reinhardt-collection,1
maybrook-switching-terminal-collection,1
merrick-historical-postcards,1
militia-enrollment-scrapbook-1888-1917,1
mmscl-maps,1
mohawk-valley-boy-scouts-collection,1
museum-village-artifact-collection,1
n-triple-scene,1
nanuet-ny-history-collection,1
nassau-free-library?fbclid=IwAR0e4ew7DhwTLg21kI1C6KHnNWfp_qzg0k5Q_9iKaoOHIfMw2_Rh5qTFODY,1
new-atlas-city-plattsburgh-ny-1916,1
new-city-library-oral-history-collection,1
new-paltz-town-records-digital-collection,1
new-woodstock-free-library,1
new-york-state-assemblyman-grant-w-johnson-and-adirondack-northway-0,1
newsletters-cary-institute-ecosystem-studies,1
niagara-county-community-college-henrietta-g-lewis-library,1
nickell-snake-oil-collection,1
nikolai-nikolaevich-aleksandrov-historical-photograph-collection,1
normal-leader,1
nyack-library-local-history-collection,1
nyh_topic/agriculture?search_api_views_fulltext=Madison+County+,1
nyh_topic/agriculture/terms/time_period/1960/field_alpha_sort/F,1
nyh_topic/architecture/field_alpha_sort/G/time_period/1930/terms/field_alpha_sort/M/time_period/1860/time_period/1870,1
nyh_topic/architecture/field_alpha_sort/O,1
nyh_topic/architecture/field_alpha_sort/W,1
nyh_topic/architecture/nyh_topic/daily-life/terms/time_period/1730/field_alpha_sort/H/privacy,1
nyh_topic/architecture/privacy/nyh_topic/daily-life/time_period/1910/time_period/1870/nyh_topic/agriculture,1
nyh_topic/architecture/privacy/time_period/1990/nyh_topic/architecture/time_period/1850,1
nyh_topic/daily-life/nyh_topic/people/terms/field_alpha_sort/U/nyh_topic/recreation-sports,1
nyh_topic/education?page=1,1
nyh_topic/education?page=10,1
nyh_topic/education?page=11,1
nyh_topic/education?page=12,1
nyh_topic/education?page=13,1
nyh_topic/education?page=14,1
nyh_topic/education?page=15,1
nyh_topic/education?page=16,1
nyh_topic/education?page=17,1
nyh_topic/education?page=18,1
nyh_topic/education?page=2,1
nyh_topic/education?page=20,1
nyh_topic/education?page=21,1
nyh_topic/education?page=22,1
nyh_topic/education?page=23,1
nyh_topic/education?page=24,1
nyh_topic/education?page=25,1
nyh_topic/education?page=26,1
nyh_topic/education?page=27,1
nyh_topic/education?page=28,1
nyh_topic/education?page=29,1
nyh_topic/education?page=3,1
nyh_topic/education?page=30,1
nyh_topic/education?page=31,1
nyh_topic/education?page=32,1
nyh_topic/education?page=33,1
nyh_topic/education?page=34,1
nyh_topic/education?page=35,1
nyh_topic/education?page=4,1
nyh_topic/education?page=5,1
nyh_topic/education?page=6,1
nyh_topic/education?page=7,1
nyh_topic/education?page=8,1
nyh_topic/education?page=9,1
nyh_topic/education/field_alpha_sort/C?page=5,1
nyh_topic/education/field_alpha_sort/S?page=5,1
nyh_topic/education/nyh_topic/agriculture,1
nyh_topic/education/nyh_topic/community-events?search_api_views_fulltext=HeR book,1
nyh_topic/environment-nature,1
nyh_topic/environment-nature?page=1,1
nyh_topic/environment-nature?page=18,1
nyh_topic/environment-nature/nyh_topic/daily-life,1
nyh_topic/environment-nature/nyh_topic/education,1
nyh_topic/environment-nature/time_period/1970/time_period/1980,1
nyh_topic/ethnic-groups?page=2,1
nyh_topic/ethnic-groups?page=3,1
nyh_topic/ethnic-groups?page=4,1
nyh_topic/ethnic-groups?page=5,1
nyh_topic/ethnic-groups?page=6,1
nyh_topic/ethnic-groups?page=7,1
nyh_topic/geography-maps/nyh_topic/architecture?page=1,1
nyh_topic/government-law-politics/field_alpha_sort/C/terms/time_period/1900/field_alpha_sort/V/time_period/1960,1
nyh_topic/medicine-science-technology/field_alpha_sort/C/nyh_topic/people/privacy/field_alpha_sort/A/time_period/2010,1
nyh_topic/medicine-science-technology/field_alpha_sort/F/privacy/field_alpha_sort/P,1
nyh_topic/military-war/terms/nyh_topic/architecture/nyh_topic/daily-life/terms/time_period/1690/nyh_topic/government-law-politics/nyh_topic/community-events,1
nyh_topic/military-war/terms/nyh_topic/architecture/nyh_topic/people/terms/field_alpha_sort/Y/time_period/1820,1
nyh_topic/military-war/terms/nyh_topic/architecture/privacy/time_period/1600/time_period/1970,1
nyh_topic/military-war/terms/nyh_topic/architecture/time_period/1890/nyh_topic/community-events/field_alpha_sort/V/privacy/field_alpha_sort/A,1
nyh_topic/military-war/terms/nyh_topic/architecture/time_period/1950/field_alpha_sort/M/time_period/2010/nyh_topic/philosophy-religion/time_period/1970,1
nyh_topic/military-war/terms/nyh_topic/arts-entertainment/nyh_topic/business-industry/time_period/1850/field_alpha_sort/C/nyh_topic/community-events/time_period/1690,1
nyh_topic/military-war/terms/nyh_topic/arts-entertainment/nyh_topic/business-industry/time_period/1960/terms/field_alpha_sort/O/nyh_topic/recreation-sports,1
nyh_topic/military-war/terms/nyh_topic/arts-entertainment/time_period/1890/field_alpha_sort/R/privacy/time_period/1960/time_period/1910,1
nyh_topic/military-war/terms/nyh_topic/daily-life/time_period/1900/field_alpha_sort/B/nyh_topic/environment-nature,1
nyh_topic/military-war/terms/nyh_topic/medicine-science-technology/field_alpha_sort/S/privacy/nyh_topic/arts-entertainment/collection_type/photographs,1
nyh_topic/military-war/terms/nyh_topic/medicine-science-technology/field_alpha_sort/S/privacy/time_period/1700/time_period/1610,1
nyh_topic/military-war/terms/nyh_topic/recreation-sports/time_period/1850/time_period/1890/terms/field_alpha_sort/S?page=6,1
nyh_topic/military-war/terms/time_period/1870/field_alpha_sort/A,1
nyh_topic/military-war/terms/time_period/1890/nyh_topic/agriculture/terms/nyh_topic/architecture,1
nyh_topic/military-war/terms/time_period/1890/time_period/1990/field_alpha_sort/E/terms/nyh_topic/medicine-science-technology,1
nyh_topic/people/nyh_topic/community-events/terms?page=201,1
nyh_topic/transportation/field_alpha_sort/L,1
nyh_topic/transportation/time_period/1950/field_alpha_sort/W/time_period/1910,1
nyh_topic/work-labor?search_api_views_fulltext=james+alexander,1
nyh-topic/community-events-3065/field_alpha_sort/A/nyh_topic/arts-entertainment/time_period/2000/privacy/time_period/1890/time_period/1700,1
nyh-topic/community-events-3065/field_alpha_sort/B/time_period/1890/terms/time_period/1890/field_alpha_sort/W,1
nyh-topic/community-events-3065/field_alpha_sort/I/privacy/time_period/1950/field_alpha_sort/T/time_period/1870/time_period/1850,1
nyh-topic/community-events-3065/field_alpha_sort/P/time_period/1840/terms/time_period/1980/time_period/1890/nyh_topic/medicine-science-technology,1
nyh-topic/community-events-3065/nyh_topic/architecture/time_period/1960/field_alpha_sort/H/time_period/1980/nyh_topic/education,1
nyh-topic/community-events-3065/nyh_topic/work-labor/time_period/1960/terms/collection_type/postcards,1
oaks-menorah-park-oral-history-collection,1
octagon-houses-collection,1
old-main-suny-oneonta,1
oneida-county-anti-slavery-petitions,1
oneonta-ny-railroad-memorabilia-hartwick-college,1
otsego-lake-historical-collection,1
phillip-winchester-collection,1
platt-benson-oakley-photograph-collection,1
political-study-club-ithaca-scrapbooks,1
potsdam-normal-magazine?fbclid=IwAR07q8Q5GDmru6haJeRZdAOSB_uNkI74vJJ0M1jSzV0dOty0ApIZlYjjBtQ,1
potsdam-normal-magazine?fbclid=IwAR1QARFVA6sAYFf02x2yIk4t1LcT_42XO5HRBz1ffWdd2KWVxBCcPY1Y3jE,1
potsdam-normal-magazine?fbclid=IwAR1RFkQzr2kdcBucBq6qJ_LQA7s0tOOZuYhJby-YL4FYtcEKUjmX_0Y9Uz0,1
provincial-exile-roelof-j-eltinges-banishment-paltz,1
railroad-photograph-collection?fbclid=IwAR1snUwNCYHmYGIvL05xdOmkDsvjo3vRZfNfzI3eND4YCbrEJOLmQJlKxx8,1
refugees-starting-over-collection,1
richard-linke-collection-adirondacks-re-viewed-photographs,1
robert-e-hager-canal-boat-diagrams,1
robert-montgomery-collection,1
rochester-civic-garden-center,1
roosevelt-vanderbilt-oral-history-collection,1
safe-haven,1
sanborn-map,1
sardinia-historical-society,1
scarsdale-documents-collection,1
shirley-news,1
siena-college,1
skaneateles-lake-collection,1
smith-and-telfer-photographic-collection,1
sound-story-project-hudson-valley,1
sports-and-recreation-schenectady-new-york,1
st-lawrence-lewis-board-educational-services?fbclid=IwAR32feycslp8VuCGKO7aJqnPdOJMq2gtSN91nnSkVjqbWoj_NeGuAMxfoVw,1
stamford-village-library,1
state-reservation-niagara,1
state-university-new-york-potsdam-college-libraries,1
stedman-and-moses-collection-glass-plate-negatives,1
sterling-mines-photograph-collection,1
suny-new-paltz-college-yearbook-collection,1
suny-schenectady-county-community-college-50th-anniversary-collection?fbclid=IwAR316DTfd3X-CJqv4ht1uXOgxE8QXdCMpTP2w3rRkR69y8gZ-RyiSQwDc78,1
terms/privacy/field_alpha_sort/S?page=14,1
terms/privacy/terms?page=42,1
ticonderoga-historical-society,1
time_period/1620/privacy/time_period/1860/nyh_topic/architecture/nyh_topic/education,1
time_period/1760,1
time_period/1790/privacy/nyh_topic/military-war/field_alpha_sort/H/privacy/nyh_topic/work-labor,1
time_period/1800/terms/field_alpha_sort/L/time_period/1860,1
time_period/1810/time_period/1820/time_period/1830?page=1,1
time_period/1810/user/nyh_topic/architecture/field_alpha_sort/R/privacy/nyh_topic/recreation-sports/field_alpha_sort/E,1
time_period/1810/user/nyh_topic/architecture/nyh_topic/geography-maps/privacy/nyh_topic/geography-maps/field_alpha_sort/G,1
time_period/1810/user/nyh_topic/architecture/nyh_topic/medicine-science-technology/time_period/1930/nyh_topic/education,1
time_period/1810/user/nyh_topic/architecture/nyh_topic/work-labor/terms/time_period/1820/time_period/1920,1
time_period/1810/user/time_period/1960/field_alpha_sort/D/privacy/nyh_topic/agriculture/time_period/1980,1
time_period/1810/user/time_period/1960/nyh_topic/philosophy-religion/time_period/1990/terms/field_alpha_sort/1?page=1,1
