adkhistory,197
afl,28
aiha,130
als,33
bard!chs!cchs!quitman!dcc!dchs!eplm!fdr!gcla!elting!hhs!howpubl!haal!hvri!larc!locustgrove!marlboro!mrhs!mfl!newburgh!nyacklib!occc!orangetown!pahs!phs!senatehouse!shs!srl!sunynp!hsrc!tps!tpl!uccc!vbmc!vassar!wilderstein!wbg!wp,2
bard,1459
bc,4
bc_sh,1
bpl,584
bpl_fsc,39
BSM001,674
BUF005,107
BUF006,179
cazcoll01,4
cchs,46
cdlc,4
cgc,2
cgcmh,43
chs,1382
cia,1850
cies,344
clarkson,8474
cornpl,507
cphpl,1662
cpl,376
crandall,917
dcc,315
dchs,1
dewitt01,35
dudleyo,71
elting,729
eplm,768
fayfre01,807
fdr,716
fhk,1127
fmcc,223
fpfl,36
gcla,1571
gpl,2304
gplhs,389
grn,44
Grolier01,1174
gwpl,9
haal,229
hhs,2808
holytrin01,2
hrh,1185
hrmm,1199
hrvi!hvvacc!ipl!libertyhs!larc!locustgrove!marlboro!mrhs!mfl!mlw!mv!norbn!newburgh!nhc!nptr!nrpl!nyacklib!occc!orangetown!pipc!phs!pchs!pchc!rhs!rvha!spl!scpl!senatehouse!shs!ssphv!srl!sunynp!tvm!twvmhs!tps!tpl!uccc!uchs!vbmc!vassar!wilderstein!nwkpld,1
hrvi,731
hsrc,3379
hsw,27
hvcc,62
hvvacc,99
id,2
ipl,712
jcclibrary,1493
JSY,2326
keenev,114
larc,4261
lc,189
libertyhs!larc!locustgrove!marlboro!mrhs!mfl!mlw!mv!norbn!newburgh!nhc!nptr!nrpl!nyacklib!occc!orangetown!pipc!phs!pchs!pchc!rcich!rhs!rvha!spl!scpl!senatehouse!shs!ssphv!srl!sunynp!tvm!twvmhs!tps!tpl!uccc!uchs!vbmc!vassar!wilderstein!nwkpld,4
libertyhs,5603
livpub01,34364
locustgrove!marlboro!mrhs!mfl!mlw!mv!norbn!newburgh!nhc!nptr!nrpl!nyacklib!occc!orangetown!pipc!phs!pchs!pchc!rhs!rvha!spl!scpl!senatehouse!shs!ssphv!srl!sunynp!tvm!twvmhs!tps!tpl!uccc!uchs!vbmc!vassar!wilderstein!nwkpld,2
locustgrove,211
m21arlboro,2
maria,195
marlboro,2101
mbl,212
mdpl,3
miner,42
mlw,122
mrhs,402
mv,77
newburgh,3143
nfl,6
ngrl,1238
nhc,920
nnyg,227
nor,112
norbn,19
nptr,126
nrpl,2007
nwkpld,44
nyacklib,4615
NYBFL,227
NYCCH,316
NYCSN,552
NYHSR01,1427
NYMHG,517
NYNCH,21
nyrud,1472
nysmm,1417
occc,166
ogdensburg,10
orangetown,46
p128401coll4,33
p128401coll5,6
p128401coll7,2
p15004coll9,4214
p15052coll1,169
p15052coll2,34
p15052coll3,8
p15052coll4,2
p15052coll5,707
p15052coll6,2
p15085coll1,39
p15085coll2,140
p15085coll6,936
p15085coll7,2133
p15109coll1,11
p15109coll11,351
p15109coll4,111
p15109coll6,1060
p15109coll7,456
p15281coll1,9
p15281coll10,1071
p15281coll104,385
p15281coll12,6926
p15281coll154,79
p15281coll19,1032
p15281coll2,9989
p15281coll20,1197
p15281coll25,203
p15281coll27,277
p15281coll33,1160
p15281coll34,7
p15281coll35,16
p15281coll36,4
p15281coll37,557
p15281coll38,199
p15281coll39,690
p15281coll40,549
p15281coll56,95
p15281coll57,182
p15281coll58,104
p15281coll59,333
p15281coll60,8
p15281coll65,314
p15281coll66,56
p15281coll75,448
p15281coll76,1225
p15281coll78,123
p15281coll8,272
p15405coll1,138
p16124coll1,949
p16124coll2,4692
p16124coll3,14
p16124coll4,129
p16124coll6,41
p16124coll7,1
p16124coll8,4
p16202coll7,1584
p16373coll115,763
p16373coll122,1332
p16373coll123,682
p16373coll130,959
p16373coll49,1455
p16373coll50,1435
p16373coll58,1299
p16373coll59,51
p16373coll80,1684
p16373coll85,1013
p16694coll1,1108
p16694coll10,26241
p16694coll100,174
p16694coll102,30
p16694coll104,4164
p16694coll105,1612
p16694coll106,1174
p16694coll107,40
p16694coll108,440
p16694coll109,4312
p16694coll11,104
p16694coll110,89
p16694coll111,771
p16694coll112,128
p16694coll113,304
p16694coll114,81
p16694coll115,437
p16694coll117,1
p16694coll118,126
p16694coll119,10
p16694coll12,150
p16694coll120,85
p16694coll121,716
p16694coll122,17
p16694coll124,200
p16694coll126,23641
p16694coll127,1201
p16694coll128,181
p16694coll129,15
p16694coll13,121
p16694coll130,1418
p16694coll131,777
p16694coll14,51
p16694coll15,388
p16694coll16,343
p16694coll17,840
p16694coll18,301
p16694coll19,4540
p16694coll2,46
p16694coll20,4927
p16694coll21,63
p16694coll22,130
p16694coll23,44
p16694coll24,392
p16694coll25,2318
p16694coll26,969
p16694coll27,28
p16694coll28,29
p16694coll29,1402
p16694coll3,4
p16694coll30,1
p16694coll31,12
p16694coll32,7
p16694coll33,323
p16694coll35,2
p16694coll36,131
p16694coll37,13
p16694coll38,11599
p16694coll39,11
p16694coll4,235
p16694coll40,21
p16694coll41,157
p16694coll43,2362
p16694coll44,305
p16694coll45,3157
p16694coll47,629
p16694coll49,154
p16694coll5,742
p16694coll50,597
p16694coll51,2200
p16694coll52,258
p16694coll54,70
p16694coll55,2
p16694coll56,3630
p16694coll57,177
p16694coll58,735
p16694coll59,49
p16694coll6,536
p16694coll60,186
p16694coll61,648
p16694coll62,30
p16694coll63,1338
p16694coll64,236
p16694coll65,2664
p16694coll66,10
p16694coll67,7
p16694coll69,82
p16694coll7,189
p16694coll70,5
p16694coll71,24
p16694coll72,1338
p16694coll73,554
p16694coll74,382
p16694coll75,390
p16694coll76,16
p16694coll77,3
p16694coll78,306
p16694coll79,1232
p16694coll8,238
p16694coll80,86
p16694coll82,293
p16694coll83,12201
p16694coll84,78
p16694coll85,409
